"departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"MOSELLE","Azoudange","Farm","Azoudange","48.733333","6.816667","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Domptail","Farm","Domptail","48.45","6.616667","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Launstroff","Farm","Launstroff","49.433333","6.5","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Honskirch","Farm","Honskirch","48.933333","6.983333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Romain-sur-Meuse","Farm","Romain-sur-Meuse","48.166667","5.533333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CREUSE","Saint-Sulpice-le-Dunois","Farm","Saint-Sulpice-le-Dunois","46.3","1.733333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Saulgé","Farm","Saulgé","46.383333","0.883333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","Louvencourt","Farm","Louvencourt","50.1","2.5","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Foulcrey","Farm","Foulcrey","48.633333","6.866667","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Chicourt","Farm","Chicourt","48.916667","6.5","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Ibigny","Farm","Ibigny","48.65","6.9","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Greuville","Farm","Greuville","49.816667","0.916667","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","Fourcigny","Farm","Fourcigny","49.766667","1.833333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","CHARMES-LA-GRANDE","Farm","CHARMES-LA-GRANDE","48.383333","4.983333","03/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Aixe-sur-Vienne","Farm","Aixe-sur-Vienne","45.8","1.133333","05/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","MENETOU-RATEL","Farm","MENETOU-RATEL","47.35","2.75","05/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"SOMME","Mesnil-Domqueur","Farm","Mesnil-Domqueur","50.133333","2.083333","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AUBE","Morvilliers","Farm","Morvilliers","48.383333","4.616667","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Vierzy","Farm","Vierzy","49.283333","3.283333","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Eywiller","Farm","Eywiller","48.866667","7.116667","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Montmorillon","Farm","Montmorillon","46.433333","0.866667","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","SAINT-MAURICE-LA-CLOUERE","Farm","SAINT-MAURICE-LA-CLOUERE","46.366667","0.416667","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Bréauté","Farm","Bréauté","49.633333","0.4","06/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Grandcourt","Farm","Grandcourt","49.916667","1.5","06/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Lamarche","Farm","Lamarche","48.066667","5.783333","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Seraumont","Farm","Seraumont","48.433333","5.6","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Brulange","Farm","Brulange","48.966667","6.55","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Andilly-en-Bassigny","Farm","Andilly-en-Bassigny","47.916667","5.516667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Meuvy","Farm","Meuvy","48.083333","5.55","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Charmes-la-Grande","Farm","Charmes-la-Grande","48.383333","4.983333","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Saulxures","Farm","Saulxures","47.95","5.583333","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","Saint-Juvin","Farm","Saint-Juvin","49.333333","4.933333","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Frebécourt","Farm","Frebécourt","48.383333","5.666667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Norroy","Farm","Norroy","48.216667","5.916667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Valfroicourt","Farm","Valfroicourt","48.2","6.1","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Dammartin-sur-Meuse","Farm","Dammartin-sur-Meuse","47.983333","5.566667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","Pouillenay","Farm","Pouillenay","47.5","4.466667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Quoeux-Haut-Mainil","Farm","Quoeux-Haut-Mainil","50.3","2.1","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Punerot","Farm","Punerot","48.483333","5.816667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AUBE","Lignol-le-Château","Farm","Lignol-le-Château","48.216667","4.816667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Mattexey","Farm","Mattexey","48.45","6.516667","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Winnezeele","Farm","Winnezeele","50.833333","2.55","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Tilly-sur-Meuse","Farm","Tilly-sur-Meuse","49","5.433333","07/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","Vandy","Farm","Vandy","49.433333","4.716667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE","Le Torpt","Farm","Le Torpt","49.333333","0.366667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","La Gaillarde","Farm","La Gaillarde","49.833333","0.866667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Château-Garnier","Farm","Château-Garnier","46.266667","0.416667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Raffetot","Farm","Raffetot","49.6","0.516667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Insming","Farm","Insming","48.95","6.866667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Waldhambach","Farm","Waldhambach","48.916667","7.216667","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"DEUX-SÈVRES","Noirterre","Farm","Noirterre","46.866667","-0.4","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Fresnes-en-Tardenois","Farm","Fresnes-en-Tardenois","49.15","3.55","08/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Gouex","Farm","Gouex","46.366667","0.683333","08/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Ricarville","Farm","Ricarville","49.633333","0.6","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Rémoville","Farm","Rémoville","48.366667","5.833333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Bay-sur Aube","Farm","Bay-sur Aube","47.816667","5.066667","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Emberménil","Farm","Emberménil","48.633333","6.7","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Leintrey","Farm","Leintrey","48.616667","6.733333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Orsinval","Farm","Orsinval","50.266667","3.633333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Châtenois","Farm","Châtenois","48.3","5.833333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Ocqueville","Farm","Ocqueville","49.8","0.683333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","Gemmelaincourt","Farm","Gemmelaincourt","48.283333","5.966667","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Sornin-la-Marche","Farm","Saint-Sornin-la-Marche","46.183333","0.983333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Hary","Farm","Hary","49.783333","3.933333","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE","Beuzeville","Farm","Beuzeville","49.333333","0.35","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Chaouilley","Farm","Chaouilley","48.433333","6.066667","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MARNE","Sainte-Menehould","Farm","Sainte-Menehould","49.083333","4.9","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Auberville-la-Renault","Farm","Auberville-la-Renault","49.683333","0.366667","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Parfondeval","Farm","Parfondeval","49.733333","4.166667","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","BISLEE","Farm","BISLEE","48.866667","5.5","09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Bolleville","Farm","Bolleville","49.6","0.566667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Desvres","Farm","Desvres","50.666667","1.833333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Étroeungt","Farm","Étroeungt","50.05","3.933333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","Louvières","Farm","Louvières","48.033333","5.283333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Goviller","Farm","Goviller","48.5","6.016667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Houdelaincourt","Farm","Houdelaincourt","48.55","5.466667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Savigny-en-Terre-Plaine","Farm","Savigny-en-Terre-Plaine","47.5","4.083333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Fossieux","Farm","Fossieux","48.85","6.333333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Rocheville","Farm","Rocheville","49.5","-1.6","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Rouvrois-sur-Meuse","Farm","Rouvrois-sur-Meuse","48.95","5.516667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Tersannes","Farm","Tersannes","46.3","1.116667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Coyviller","Farm","Coyviller","48.583333","6.283333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Magneville","Farm","Magneville","49.45","-1.55","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Loison","Farm","Loison","49.316667","5.616667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Fouligny","Farm","Fouligny","49.1","6.5","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Darnac","Farm","Darnac","46.216667","0.966667","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest","46.233333","1.033333","10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ALLIER","Chantelle","Farm","Chantelle","46.233333","3.15","11/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","SAINT-GEORGES-LES-LANDES","Farm","SAINT-GEORGES-LES-LANDES","46.35","1.333333","12/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Mézières-sur-Issoire","Farm","Mézières-sur-Issoire","46.1","0.916667","12/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Adriers","Farm","Adriers n°2","46.25","0.8","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Ouen-sur-Gartempe","Farm","Saint-Ouen-sur-Gartempe","46.166667","1.066667","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","Schopperten","Farm","Schopperten","48.95","7.05","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Lussac-les-Châteaux","Farm","Lussac-les-Châteaux","46.4","0.716667","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Étreillers","Farm","Étreillers","49.816667","3.15","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Saint-Germain-sous-Cailly","Farm","Saint-Germain-sous-Cailly","49.583333","1.216667","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MARNE","Sermaize-les-Bains","Farm","Sermaize-les-Bains","48.783333","4.916667","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest","46.233333","1.033333","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","GROSSOUVRE","Farm","GROSSOUVRE","46.866667","2.933333","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Marnay","Farm","Marnay","46.4","0.35","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Adriers","Farm","Adriers n°1","46.25","0.8","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Jeantes","Farm","Jeantes","49.8","4.05","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Buhl-Lorraine","Farm","Buhl-Lorraine","48.716667","7.083333","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-SAÔNE","Bougey","Farm","Bougey","47.783333","5.866667","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Manéhouville","Farm","Manéhouville","49.833333","1.083333","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","Beauquesne","Farm","Beauquesne","50.083333","2.4","13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Montréal","Farm","Montréal","47.533333","4.033333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","Lussac-les-Châteaux","Farm","Lussac-les-Châteaux","46.4","0.716667","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","Montmeillant","Farm","Montmeillant","49.683333","4.333333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Abzac","Farm","Abzac","46.1","0.7","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","Cavron-Saint-Martin","Farm","Cavron-Saint-Martin","50.416667","2","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Longeville-en-Barrois","Farm","Longeville-en-Barrois","48.733333","5.216667","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Laitre-sous-Amance","Farm","Laitre-sous-Amance","48.75","6.283333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Sivry","Farm","Sivry n°2","48.833333","6.2","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Sivry","Farm","Sivry","48.833333","6.2","14/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","Billy-sous-les-Côtes","Farm","Billy-sous-les-Côtes","49.016667","5.683333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Rousies","Farm","Rousies","50.266667","4","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Anvéville","Farm","Anvéville","49.7","0.733333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Mousson","Farm","Mousson","48.9","6.083333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","Wignehies","Farm","Wignehies","50.016667","4","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Gélucourt","Farm","Gélucourt","48.766667","6.716667","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Renneval","Farm","Renneval","49.733333","4.05","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Vaudémont","Farm","Vaudémont","48.416667","6.05","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","PAYROUX","Farm","PAYROUX","46.216667","0.483333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","Bolbec","Farm","Bolbec","49.566667","0.483333","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","Manoncourt-en-Vermois","Farm","Manoncourt-en-Vermois","48.6","6.266667","14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
